"Uniprot_ID","Start_Coverage_IDR","End_Coverage_IDR","Sequence_Length","N_Terminal_Status","C_Terminal_Status","Non_Tail_Status","FD_IDR_terminal_dist","Start_Coverage_FD","End_Coverage_FD","IDR_Length","FD_Length"
"Q02297",479,640,640,0,1,0,238,175,241,161,66
"P00747",104,162,810,0,0,1,NA,NA,NA,58,NA
"P00747",353,420,810,0,0,1,NA,NA,NA,67,NA
"P00747",476,495,810,0,0,1,NA,NA,NA,19,NA
"P00747",500,541,810,0,0,1,NA,NA,NA,41,NA
"P41143",1,21,372,1,0,0,15,36,338,20,302
"P41143",337,372,372,0,1,0,-1,36,338,35,302
"Q13427",115,134,754,0,0,1,NA,NA,NA,19,NA
"Q13427",156,754,754,0,1,0,-598,1,754,598,753
"P07988",146,171,381,0,0,1,NA,NA,NA,25,NA
"P61218",1,55,127,1,0,0,-54,1,127,54,126
"Q9BRJ2",280,306,306,0,1,0,-26,1,306,26,305
"Q8IY67",1,45,606,1,0,0,-6,39,321,44,282
"Q8IY67",390,606,606,0,1,0,69,39,321,216,282
"P61106",184,215,215,0,1,0,4,1,180,31,179
"Q99619",1,54,263,1,0,0,-32,22,220,53,198
"Q6ZRY4",1,25,209,1,0,0,2,27,117,24,90
"Q92783",188,210,540,0,0,1,NA,NA,NA,22,NA
"Q92783",431,540,540,0,1,0,54,301,377,109,76
"O75886",140,174,525,0,0,1,NA,NA,NA,34,NA
"O75886",376,403,525,0,0,1,NA,NA,NA,27,NA
"O75886",423,473,525,0,0,1,NA,NA,NA,50,NA
"Q96GX9",1,20,242,1,0,0,0,20,242,19,222
"O60502",1,51,916,1,0,0,-50,1,916,50,915
"O60502",439,549,916,0,0,1,NA,NA,NA,110,NA
"Q13370",1,30,1112,1,0,0,624,654,1073,29,419
"Q13370",409,472,1112,0,0,1,NA,NA,NA,63,NA
"Q13370",510,533,1112,0,0,1,NA,NA,NA,23,NA
"Q13370",610,635,1112,0,0,1,NA,NA,NA,25,NA
"Q13370",1011,1053,1112,0,0,1,NA,NA,NA,42,NA
"Q13370",1080,1112,1112,0,1,0,7,654,1073,32,419
"Q6ISU1",106,141,281,0,0,1,NA,NA,NA,35,NA
"Q6ISU1",171,281,281,0,1,0,36,17,135,110,118
"Q9P212",21,68,2302,0,0,1,NA,NA,NA,47,NA
"Q9P212",780,805,2302,0,0,1,NA,NA,NA,25,NA
"Q9P212",1052,1198,2302,0,0,1,NA,NA,NA,146,NA
"Q9P212",1560,1613,2302,0,0,1,NA,NA,NA,53,NA
"Q9P212",1680,1744,2302,0,0,1,NA,NA,NA,64,NA
"Q9P212",2240,2302,2302,0,1,0,-6,2131,2246,62,115
"P83881",1,59,106,1,0,0,-58,1,106,58,105
"P20340",176,208,208,0,1,0,-32,1,208,32,207
"P15151",165,185,417,0,0,1,NA,NA,NA,20,NA
"P15151",385,417,417,0,1,0,-32,1,417,32,416
"Q7LG56",1,39,351,1,0,0,-38,1,351,38,350
"Q13472",397,426,1001,0,0,1,NA,NA,NA,29,NA
"Q13472",751,812,1001,0,0,1,NA,NA,NA,61,NA
"Q13472",856,896,1001,0,0,1,NA,NA,NA,40,NA
"Q13472",937,1001,1001,0,1,0,184,2,753,64,751
"Q96A44",1,35,273,1,0,0,-7,28,233,34,205
"Q9BRL6",68,282,282,0,1,0,-29,8,97,214,89
"Q5TCZ1",225,245,1133,0,0,1,NA,NA,NA,20,NA
"Q5TCZ1",353,373,1133,0,0,1,NA,NA,NA,20,NA
"Q5TCZ1",405,448,1133,0,0,1,NA,NA,NA,43,NA
"Q5TCZ1",493,843,1133,0,0,1,NA,NA,NA,350,NA
"Q5TCZ1",896,1066,1133,0,0,1,NA,NA,NA,170,NA
"Q8NFZ5",100,125,429,0,0,1,NA,NA,NA,25,NA
"Q8NFZ5",173,204,429,0,0,1,NA,NA,NA,31,NA
"Q8NFZ5",371,405,429,0,0,1,NA,NA,NA,34,NA
"O00220",1,86,468,1,0,0,39,125,232,85,107
"O00220",117,143,468,0,0,1,NA,NA,NA,26,NA
"O60939",184,215,215,0,1,0,-31,1,215,31,214
"Q99963",245,286,347,0,0,1,NA,NA,NA,41,NA
"P82930",177,218,218,0,1,0,-41,1,218,41,217
"Q6ZNX1",43,63,250,0,0,1,NA,NA,NA,20,NA
"Q6ZNX1",104,146,250,0,0,1,NA,NA,NA,42,NA
"Q9Y6Q6",335,386,616,0,0,1,NA,NA,NA,51,NA
"Q9Y6Q6",448,616,616,0,1,0,99,342,349,168,7
"Q96BD8",104,132,255,0,0,1,NA,NA,NA,28,NA
"Q9P2M4",57,138,693,0,0,1,NA,NA,NA,81,NA
"Q9P2M4",263,343,693,0,0,1,NA,NA,NA,80,NA
"Q02548",1,23,391,1,0,0,-22,1,149,22,148
"Q02548",135,219,391,0,0,1,NA,NA,NA,84,NA
"Q02548",276,354,391,0,0,1,NA,NA,NA,78,NA
"Q96RI0",15,60,385,0,0,1,NA,NA,NA,45,NA
"Q96RI0",357,385,385,0,1,0,304,39,53,28,14
"Q96FI4",267,390,390,0,1,0,-123,1,390,123,389
"O43312",129,162,755,0,0,1,NA,NA,NA,33,NA
"O43312",251,368,755,0,0,1,NA,NA,NA,117,NA
"O43312",402,755,755,0,1,0,-353,724,755,353,31
"Q96NY9",80,131,551,0,0,1,NA,NA,NA,51,NA
"Q96NY9",227,258,551,0,0,1,NA,NA,NA,31,NA
"P78380",1,23,273,1,0,0,110,133,273,22,140
"P78380",76,101,273,0,0,1,NA,NA,NA,25,NA
"A8MW92",179,592,1017,0,0,1,NA,NA,NA,413,NA
"A8MW92",597,616,1017,0,0,1,NA,NA,NA,19,NA
"A8MW92",833,939,1017,0,0,1,NA,NA,NA,106,NA
"Q9Y697",16,48,457,0,0,1,NA,NA,NA,32,NA
"Q7Z494",1,27,1330,1,0,0,-25,2,7,26,5
"Q7Z494",1295,1330,1330,0,1,0,1288,2,7,35,5
"O15534",268,288,1290,0,0,1,NA,NA,NA,20,NA
"O15534",503,546,1290,0,0,1,NA,NA,NA,43,NA
"O15534",564,624,1290,0,0,1,NA,NA,NA,60,NA
"O15534",645,705,1290,0,0,1,NA,NA,NA,60,NA
"O15534",728,774,1290,0,0,1,NA,NA,NA,46,NA
"O15534",787,911,1290,0,0,1,NA,NA,NA,124,NA
"O15534",926,1120,1290,0,0,1,NA,NA,NA,194,NA
"O15534",1162,1186,1290,0,0,1,NA,NA,NA,24,NA
"O60245",161,289,1069,0,0,1,NA,NA,NA,128,NA
"O60245",909,1029,1069,0,0,1,NA,NA,NA,120,NA
"P0C025",294,328,328,0,1,0,-34,1,328,34,327
"P30048",231,256,256,0,1,0,-25,62,256,25,194
"P48539",1,62,62,1,0,0,-59,3,62,61,59
"Q92786",100,350,737,0,0,1,NA,NA,NA,250,NA
"Q92786",423,549,737,0,0,1,NA,NA,NA,126,NA
"Q96P11",308,327,429,0,0,1,NA,NA,NA,19,NA
"P49790",1,40,1475,1,0,0,682,722,761,39,39
"P49790",70,127,1475,0,0,1,NA,NA,NA,57,NA
"P49790",167,229,1475,0,0,1,NA,NA,NA,62,NA
"P49790",271,305,1475,0,0,1,NA,NA,NA,34,NA
"P49790",320,473,1475,0,0,1,NA,NA,NA,153,NA
"P49790",488,527,1475,0,0,1,NA,NA,NA,39,NA
"P49790",576,598,1475,0,0,1,NA,NA,NA,22,NA
"P49790",687,715,1475,0,0,1,NA,NA,NA,28,NA
"P49790",767,788,1475,0,0,1,NA,NA,NA,21,NA
"P49790",817,840,1475,0,0,1,NA,NA,NA,23,NA
"P49790",876,928,1475,0,0,1,NA,NA,NA,52,NA
"P49790",1069,1089,1475,0,0,1,NA,NA,NA,20,NA
"P49790",1101,1475,1475,0,1,0,211,851,890,374,39
"Q8N543",1,20,542,1,0,0,-19,1,542,19,541
"Q8N543",368,436,542,0,0,1,NA,NA,NA,68,NA
"Q08209",470,521,521,0,1,0,-51,1,521,51,520
"O60462",21,47,931,0,0,1,NA,NA,NA,26,NA
"O60462",149,169,931,0,0,1,NA,NA,NA,20,NA
"O60462",292,321,931,0,0,1,NA,NA,NA,29,NA
"O60462",598,627,931,0,0,1,NA,NA,NA,29,NA
"O60462",835,856,931,0,0,1,NA,NA,NA,21,NA
"Q8WXF1",41,60,523,0,0,1,NA,NA,NA,19,NA
"Q8WXF1",235,270,523,0,0,1,NA,NA,NA,35,NA
"Q8WXF1",286,309,523,0,0,1,NA,NA,NA,23,NA
"Q8WXF1",337,523,523,0,1,0,17,61,320,186,259
"Q9UHV5",1,151,662,1,0,0,163,314,420,150,106
"O00194",192,218,218,0,1,0,-9,4,201,26,197
"O95716",189,219,219,0,1,0,0,20,189,30,169
"Q9BYC8",160,188,188,0,1,0,-28,1,188,28,187
"Q8TBN0",1,64,382,1,0,0,9,73,154,63,81
"Q8TBN0",165,203,382,0,0,1,NA,NA,NA,38,NA
"P62249",127,146,146,0,1,0,-19,1,146,19,145
"P13631",12,86,454,0,0,1,NA,NA,NA,74,NA
"P13631",160,183,454,0,0,1,NA,NA,NA,23,NA
"P13631",400,454,454,0,1,0,-54,1,454,54,453
"Q16658",274,295,493,0,0,1,NA,NA,NA,21,NA
"Q9UNQ2",1,25,313,1,0,0,6,31,313,24,282
"Q9UNQ2",193,217,313,0,0,1,NA,NA,NA,24,NA
"Q8WYQ5",1,64,773,1,0,0,211,275,353,63,78
"Q8WYQ5",173,192,773,0,0,1,NA,NA,NA,19,NA
"Q8WYQ5",256,308,773,0,0,1,NA,NA,NA,52,NA
"Q8WYQ5",336,422,773,0,0,1,NA,NA,NA,86,NA
"Q8WYQ5",742,773,773,0,1,0,-8,728,750,31,22
"O95259",797,905,989,0,0,1,NA,NA,NA,108,NA
"O95259",959,989,989,0,1,0,813,1,146,30,145
"O14901",108,129,512,0,0,1,NA,NA,NA,21,NA
"O14901",156,175,512,0,0,1,NA,NA,NA,19,NA
"P57789",22,45,538,0,0,1,NA,NA,NA,23,NA
"P57789",411,465,538,0,0,1,NA,NA,NA,54,NA
"P57789",504,538,538,0,1,0,169,62,335,34,273
"Q92823",259,278,1304,0,0,1,NA,NA,NA,19,NA
"Q92823",738,760,1304,0,0,1,NA,NA,NA,22,NA
"Q92823",933,958,1304,0,0,1,NA,NA,NA,25,NA
"Q92823",1196,1304,1304,0,1,0,246,839,950,108,111
"Q9H814",1,37,394,1,0,0,186,223,323,36,100
"Q9H814",59,114,394,0,0,1,NA,NA,NA,55,NA
"Q9H814",162,220,394,0,0,1,NA,NA,NA,58,NA
"Q9H814",341,394,394,0,1,0,18,223,323,53,100
"P54278",390,577,862,0,0,1,NA,NA,NA,187,NA
"P29474",1,73,1203,1,0,0,-32,41,481,72,440
"P29474",616,640,1203,0,0,1,NA,NA,NA,24,NA
"P29474",817,850,1203,0,0,1,NA,NA,NA,33,NA
"P78527",2047,2080,4128,0,0,1,NA,NA,NA,33,NA
"P78527",2691,2715,4128,0,0,1,NA,NA,NA,24,NA
"P78527",3200,3226,4128,0,0,1,NA,NA,NA,26,NA
"P30101",456,505,505,0,1,0,-49,25,505,49,480
"O95747",302,430,527,0,0,1,NA,NA,NA,128,NA
"P04156",23,111,253,0,0,1,NA,NA,NA,88,NA
"Q9Y6V0",1,588,5142,1,0,0,3901,4489,4592,587,103
"Q9Y6V0",647,1075,5142,0,0,1,NA,NA,NA,428,NA
"Q9Y6V0",1119,1870,5142,0,0,1,NA,NA,NA,751,NA
"Q9Y6V0",1894,1914,5142,0,0,1,NA,NA,NA,20,NA
"Q9Y6V0",2071,2104,5142,0,0,1,NA,NA,NA,33,NA
"Q9Y6V0",2168,2198,5142,0,0,1,NA,NA,NA,30,NA
"Q9Y6V0",2324,2448,5142,0,0,1,NA,NA,NA,124,NA
"Q9Y6V0",2470,2573,5142,0,0,1,NA,NA,NA,103,NA
"Q9Y6V0",2584,2603,5142,0,0,1,NA,NA,NA,19,NA
"Q9Y6V0",3034,3071,5142,0,0,1,NA,NA,NA,37,NA
"Q9Y6V0",3401,3514,5142,0,0,1,NA,NA,NA,113,NA
"Q9Y6V0",3558,3629,5142,0,0,1,NA,NA,NA,71,NA
"Q9Y6V0",3644,3749,5142,0,0,1,NA,NA,NA,105,NA
"Q9Y6V0",3823,3920,5142,0,0,1,NA,NA,NA,97,NA
"Q9Y6V0",4189,4230,5142,0,0,1,NA,NA,NA,41,NA
"Q9Y6V0",4256,4413,5142,0,0,1,NA,NA,NA,157,NA
"Q9Y6V0",4441,4481,5142,0,0,1,NA,NA,NA,40,NA
"Q9Y6V0",4596,4628,5142,0,0,1,NA,NA,NA,32,NA
"Q9Y6V0",4644,4693,5142,0,0,1,NA,NA,NA,49,NA
"Q9Y6V0",4811,5001,5142,0,0,1,NA,NA,NA,190,NA
"Q07960",25,54,439,0,0,1,NA,NA,NA,29,NA
"Q07960",219,245,439,0,0,1,NA,NA,NA,26,NA
"Q96RU8",1,24,372,1,0,0,59,83,371,23,288
"Q96RU8",40,90,372,0,0,1,NA,NA,NA,50,NA
"P11388",1,20,1531,1,0,0,9,29,1193,19,1164
"P11388",1079,1126,1531,0,0,1,NA,NA,NA,47,NA
"P11388",1182,1531,1531,0,1,0,-11,29,1193,349,1164
"Q15628",164,203,312,0,0,1,NA,NA,NA,39,NA
"P61247",1,20,264,1,0,0,-19,1,264,19,263
"P61247",231,264,264,0,1,0,-33,1,264,33,263
"Q15459",1,48,793,1,0,0,-47,1,793,47,792
"Q15459",101,130,793,0,0,1,NA,NA,NA,29,NA
"Q15459",285,714,793,0,0,1,NA,NA,NA,429,NA
"Q96L93",619,643,1317,0,0,1,NA,NA,NA,24,NA
"Q96L93",1020,1063,1317,0,0,1,NA,NA,NA,43,NA
"Q9NQR1",28,52,393,0,0,1,NA,NA,NA,24,NA
"Q9NQR1",65,93,393,0,0,1,NA,NA,NA,28,NA
"Q9NQR1",114,244,393,0,0,1,NA,NA,NA,130,NA
"P13674",257,278,534,0,0,1,NA,NA,NA,21,NA
"Q13133",1,91,447,1,0,0,91,182,447,90,265
"Q13133",178,206,447,0,0,1,NA,NA,NA,28,NA
"Q13133",228,250,447,0,0,1,NA,NA,NA,22,NA
"P14543",329,350,1247,0,0,1,NA,NA,NA,21,NA
"P14543",582,603,1247,0,0,1,NA,NA,NA,21,NA
"P14543",907,926,1247,0,0,1,NA,NA,NA,19,NA
"P46934",64,85,1319,0,0,1,NA,NA,NA,21,NA
"P46934",198,236,1319,0,0,1,NA,NA,NA,38,NA
"P46934",571,619,1319,0,0,1,NA,NA,NA,48,NA
"P46934",632,901,1319,0,0,1,NA,NA,NA,269,NA
"Q15843",26,48,81,0,0,1,NA,NA,NA,22,NA
"Q9BV57",1,27,179,1,0,0,-26,1,179,26,178
"P62191",1,52,440,1,0,0,-51,1,440,51,439
"P62191",80,105,440,0,0,1,NA,NA,NA,25,NA
"Q9NZQ7",271,290,290,0,1,0,32,2,239,19,237
"Q14596",128,153,966,0,0,1,NA,NA,NA,25,NA
"Q14596",481,503,966,0,0,1,NA,NA,NA,22,NA
"Q14596",518,539,966,0,0,1,NA,NA,NA,21,NA
"Q14596",577,618,966,0,0,1,NA,NA,NA,41,NA
"Q14596",680,881,966,0,0,1,NA,NA,NA,201,NA
"Q53GL7",248,420,1025,0,0,1,NA,NA,NA,172,NA
"Q53GL7",555,712,1025,0,0,1,NA,NA,NA,157,NA
"Q53GL7",1006,1025,1025,0,1,0,-11,809,1017,19,208
"Q8WX93",1,271,1383,1,0,0,729,1000,1096,270,96
"Q8WX93",378,404,1383,0,0,1,NA,NA,NA,26,NA
"Q8WX93",547,571,1383,0,0,1,NA,NA,NA,24,NA
"Q8WX93",605,900,1383,0,0,1,NA,NA,NA,295,NA
"Q8WX93",1088,1134,1383,0,0,1,NA,NA,NA,46,NA
"Q86U42",1,163,306,1,0,0,4,167,254,162,87
"Q86U42",247,269,306,0,0,1,NA,NA,NA,22,NA
"Q96T60",1,23,521,1,0,0,-22,1,110,22,109
"Q96T60",65,84,521,0,0,1,NA,NA,NA,19,NA
"Q96T60",106,147,521,0,0,1,NA,NA,NA,41,NA
"Q6P1K2",1,30,205,1,0,0,1,31,205,29,174
"Q2M296",245,307,383,0,0,1,NA,NA,NA,62,NA
"P29074",377,514,926,0,0,1,NA,NA,NA,137,NA
"P54829",1,81,565,1,0,0,196,277,563,80,286
"P54829",167,193,565,0,0,1,NA,NA,NA,26,NA
"Q9UNA1",579,699,814,0,0,1,NA,NA,NA,120,NA
"Q6NW40",118,158,437,0,0,1,NA,NA,NA,40,NA
"P23497",151,286,879,0,0,1,NA,NA,NA,135,NA
"P23497",302,600,879,0,0,1,NA,NA,NA,298,NA
"P23497",749,771,879,0,0,1,NA,NA,NA,22,NA
"P23497",833,879,879,0,1,0,149,595,684,46,89
"P36406",1,21,574,1,0,0,-20,1,123,20,122
"Q8N1F7",764,784,819,0,0,1,NA,NA,NA,20,NA
"Q12972",128,156,351,0,0,1,NA,NA,NA,28,NA
"Q12972",184,219,351,0,0,1,NA,NA,NA,35,NA
"Q12972",259,351,351,0,1,0,43,158,216,92,58
"Q9BRQ0",1,327,406,1,0,0,-2,325,387,326,62
"Q9UL25",185,225,225,0,1,0,2,16,183,40,167
"P05388",286,317,317,0,1,0,-31,1,317,31,316
"Q9UGC6",1,28,210,1,0,0,44,72,206,27,134
"P38159",56,391,391,0,1,0,-39,1,95,335,94
"P62917",206,257,257,0,1,0,-51,1,257,51,256
"Q96PK6",143,238,669,0,0,1,NA,NA,NA,95,NA
"Q96PK6",282,424,669,0,0,1,NA,NA,NA,142,NA
"Q96PK6",516,593,669,0,0,1,NA,NA,NA,77,NA
"Q96PK6",618,641,669,0,0,1,NA,NA,NA,23,NA
"P47974",63,151,494,0,0,1,NA,NA,NA,88,NA
"P47974",241,321,494,0,0,1,NA,NA,NA,80,NA
"P47974",392,494,494,0,1,0,172,151,220,102,69
"P18827",23,250,310,0,0,1,NA,NA,NA,227,NA
"P18827",283,310,310,0,1,0,-27,303,310,27,7
"Q9Y210",1,28,931,1,0,0,-27,1,931,27,930
"Q9Y210",826,851,931,0,0,1,NA,NA,NA,25,NA
"O95150",1,33,251,1,0,0,39,72,251,32,179
"Q86TM6",331,494,617,0,0,1,NA,NA,NA,163,NA
"Q86TM6",531,617,617,0,1,0,197,279,334,86,55
"Q96MF2",1,90,364,1,0,0,-10,80,140,89,60
"Q96MF2",187,247,364,0,0,1,NA,NA,NA,60,NA
"Q6IEG0",251,339,339,0,1,0,164,53,87,88,34
"Q8N2I9",1,45,435,1,0,0,-23,22,339,44,317
"P61956",1,21,95,1,0,0,-20,1,95,20,94
"P61956",62,95,95,0,1,0,-33,1,95,33,94
"Q04724",127,390,770,0,0,1,NA,NA,NA,263,NA
"Q04724",448,470,770,0,0,1,NA,NA,NA,22,NA
"P23246",1,296,707,1,0,0,-20,276,598,295,322
"P23246",450,485,707,0,0,1,NA,NA,NA,35,NA
"P23246",498,707,707,0,1,0,-100,276,598,209,322
"O75446",24,66,220,0,0,1,NA,NA,NA,42,NA
"O75446",122,147,220,0,0,1,NA,NA,NA,25,NA
"O43765",64,102,313,0,0,1,NA,NA,NA,38,NA
"O43765",247,313,313,0,1,0,37,84,210,66,126
"O95178",80,105,105,0,1,0,-17,39,97,25,58
"Q8WZA1",63,96,660,0,0,1,NA,NA,NA,33,NA
"Q8WZA1",628,660,660,0,1,0,-32,92,660,32,568
"O43242",1,71,534,1,0,0,-70,1,534,70,533
"O43242",497,534,534,0,1,0,-37,1,534,37,533
"Q96E29",65,104,417,0,0,1,NA,NA,NA,39,NA
"Q9NRX2",155,175,175,0,1,0,-20,1,175,20,174
"P20339",179,215,215,0,1,0,-5,14,184,36,170
"P43351",1,20,418,1,0,0,-19,1,212,19,211
"P43351",189,308,418,0,0,1,NA,NA,NA,119,NA
"P43351",326,418,418,0,1,0,114,1,212,92,211
"Q9NS23",176,206,344,0,0,1,NA,NA,NA,30,NA
"Q9Y2L1",42,62,958,0,0,1,NA,NA,NA,20,NA
"Q9Y2L1",308,335,958,0,0,1,NA,NA,NA,27,NA
"Q9Y2L1",934,958,958,0,1,0,-24,1,958,24,957
"P61019",192,212,212,0,1,0,22,2,170,20,168
"P78317",1,36,190,1,0,0,84,120,190,35,70
"P78317",73,129,190,0,0,1,NA,NA,NA,56,NA
"Q9UFD9",1,29,1639,1,0,0,1543,1572,1639,28,67
"Q9UFD9",41,73,1639,0,0,1,NA,NA,NA,32,NA
"Q9UFD9",209,244,1639,0,0,1,NA,NA,NA,35,NA
"Q9UFD9",257,281,1639,0,0,1,NA,NA,NA,24,NA
"Q9UFD9",294,370,1639,0,0,1,NA,NA,NA,76,NA
"Q9UFD9",660,817,1639,0,0,1,NA,NA,NA,157,NA
"Q9UFD9",903,929,1639,0,0,1,NA,NA,NA,26,NA
"Q9UFD9",1220,1368,1639,0,0,1,NA,NA,NA,148,NA
"Q9UFD9",1393,1451,1639,0,0,1,NA,NA,NA,58,NA
"Q9BQ15",105,211,211,0,1,0,-106,1,211,106,210
"Q5VT52",1,26,1461,1,0,0,-7,19,149,25,130
"Q5VT52",154,179,1461,0,0,1,NA,NA,NA,25,NA
"Q5VT52",305,667,1461,0,0,1,NA,NA,NA,362,NA
"Q5VT52",687,1461,1461,0,1,0,538,19,149,774,130
"P10586",397,422,1907,0,0,1,NA,NA,NA,25,NA
"P10586",499,520,1907,0,0,1,NA,NA,NA,21,NA
"P10586",688,718,1907,0,0,1,NA,NA,NA,30,NA
"P10586",804,825,1907,0,0,1,NA,NA,NA,21,NA
"P10586",903,923,1907,0,0,1,NA,NA,NA,20,NA
"P10586",1288,1314,1907,0,0,1,NA,NA,NA,26,NA
"Q9NS28",54,77,235,0,0,1,NA,NA,NA,23,NA
"P10082",64,97,97,0,1,0,0,29,64,33,35
"Q9BW30",106,176,176,0,1,0,-70,1,176,70,175
"Q92973",331,378,898,0,0,1,NA,NA,NA,47,NA
"Q99717",151,260,465,0,0,1,NA,NA,NA,109,NA
"Q9HAJ7",1,27,183,1,0,0,-2,25,92,26,67
"Q9HAJ7",83,108,183,0,0,1,NA,NA,NA,25,NA
"P43358",1,107,317,1,0,0,-8,99,317,106,218
"P43627",221,242,348,0,0,1,NA,NA,NA,21,NA
"P43627",276,300,348,0,0,1,NA,NA,NA,24,NA
"P17568",1,32,137,1,0,0,-31,1,137,31,136
"P17568",108,137,137,0,1,0,-29,1,137,29,136
"Q9UNZ2",52,157,370,0,0,1,NA,NA,NA,105,NA
"Q9UNZ2",248,294,370,0,0,1,NA,NA,NA,46,NA
"Q9UPP1",1,26,1060,1,0,0,11,37,483,25,446
"Q9UPP1",97,123,1060,0,0,1,NA,NA,NA,26,NA
"Q9UPP1",507,553,1060,0,0,1,NA,NA,NA,46,NA
"Q9UPP1",588,623,1060,0,0,1,NA,NA,NA,35,NA
"Q9UPP1",677,726,1060,0,0,1,NA,NA,NA,49,NA
"Q9UPP1",765,1048,1060,0,0,1,NA,NA,NA,283,NA
"P49768",1,70,467,1,0,0,-69,1,467,69,466
"P49768",301,372,467,0,0,1,NA,NA,NA,71,NA
"P19387",195,228,275,0,0,1,NA,NA,NA,33,NA
"P48382",1,31,616,1,0,0,-7,24,90,30,66
"P48382",171,196,616,0,0,1,NA,NA,NA,25,NA
"P48382",247,321,616,0,0,1,NA,NA,NA,74,NA
"P48382",386,616,616,0,1,0,203,167,183,230,16
"Q6NUJ5",44,120,590,0,0,1,NA,NA,NA,76,NA
"Q6NUJ5",140,469,590,0,0,1,NA,NA,NA,329,NA
"P29558",29,58,406,0,0,1,NA,NA,NA,29,NA
"P29558",224,245,406,0,0,1,NA,NA,NA,21,NA
"P29558",378,406,406,0,1,0,155,123,223,28,100
"Q96E11",197,228,262,0,0,1,NA,NA,NA,31,NA
"Q9NRR4",1,499,1374,1,0,0,-88,411,1365,498,954
"Q9NRR4",1353,1374,1374,0,1,0,-12,411,1365,21,954
"Q9UBF6",1,28,113,1,0,0,12,40,113,27,73
"Q15583",1,43,401,1,0,0,107,150,248,42,98
"Q15583",56,173,401,0,0,1,NA,NA,NA,117,NA
"Q15583",269,296,401,0,0,1,NA,NA,NA,27,NA
"Q15583",343,375,401,0,0,1,NA,NA,NA,32,NA
"Q86WV1",57,88,359,0,0,1,NA,NA,NA,31,NA
"Q86WV1",218,289,359,0,0,1,NA,NA,NA,71,NA
"Q9NRH2",342,641,765,0,0,1,NA,NA,NA,299,NA
"P53999",1,66,127,1,0,0,-3,63,127,65,64
"Q9Y4I1",595,635,1855,0,0,1,NA,NA,NA,40,NA
"Q9Y4I1",1103,1150,1855,0,0,1,NA,NA,NA,47,NA
"Q9Y4I1",1167,1197,1855,0,0,1,NA,NA,NA,30,NA
"Q13084",36,59,256,0,0,1,NA,NA,NA,23,NA
"P30566",1,22,484,1,0,0,-21,1,484,21,483
"P23470",460,484,1445,0,0,1,NA,NA,NA,24,NA
"P23470",521,731,1445,0,0,1,NA,NA,NA,210,NA
"Q15287",1,176,305,1,0,0,-17,159,244,175,85
"Q15287",223,305,305,0,1,0,-21,159,244,82,85
"Q8TB24",1,33,985,1,0,0,345,378,393,32,15
"Q8TB24",178,211,985,0,0,1,NA,NA,NA,33,NA
"Q8TB24",244,573,985,0,0,1,NA,NA,NA,329,NA
"Q8TB24",965,985,985,0,1,0,498,452,467,20,15
"Q9BRS2",1,109,568,1,0,0,-108,1,568,108,567
"Q9BRS2",477,568,568,0,1,0,-91,1,568,91,567
"Q14258",348,410,630,0,0,1,NA,NA,NA,62,NA
"A6NHR9",1,26,2005,1,0,0,-2,24,580,25,556
"A6NHR9",1863,1883,2005,0,0,1,NA,NA,NA,20,NA
"A6NHR9",1966,2005,2005,0,1,0,1386,24,580,39,556
"Q9UH03",1,32,358,1,0,0,11,43,330,31,287
"Q9UH03",328,358,358,0,1,0,-2,43,330,30,287
"Q58EX2",188,208,2172,0,0,1,NA,NA,NA,20,NA
"Q58EX2",678,698,2172,0,0,1,NA,NA,NA,20,NA
"Q58EX2",973,1005,2172,0,0,1,NA,NA,NA,32,NA
"Q58EX2",1077,1101,2172,0,0,1,NA,NA,NA,24,NA
"Q58EX2",1184,1209,2172,0,0,1,NA,NA,NA,25,NA
"Q58EX2",1282,1303,2172,0,0,1,NA,NA,NA,21,NA
"Q58EX2",1393,1413,2172,0,0,1,NA,NA,NA,20,NA
"Q58EX2",1705,1730,2172,0,0,1,NA,NA,NA,25,NA
"Q58EX2",1957,1978,2172,0,0,1,NA,NA,NA,21,NA
"Q58EX2",2002,2172,2172,0,1,0,605,1280,1397,170,117
"Q15427",178,424,424,0,1,0,-246,1,424,246,423
"P17542",1,123,331,1,0,0,57,180,253,122,73
"P17542",162,181,331,0,0,1,NA,NA,NA,19,NA
"P17542",246,331,331,0,1,0,-7,180,253,85,73
"P61011",388,414,504,0,0,1,NA,NA,NA,26,NA
"P61011",447,467,504,0,0,1,NA,NA,NA,20,NA
"Q8NHU6",116,156,1098,0,0,1,NA,NA,NA,40,NA
"Q8NHU6",183,230,1098,0,0,1,NA,NA,NA,47,NA
"Q8NHU6",313,334,1098,0,0,1,NA,NA,NA,21,NA
"Q8NHU6",854,877,1098,0,0,1,NA,NA,NA,23,NA
"Q9H6Q3",1,33,261,1,0,0,-4,29,193,32,164
"Q9Y676",176,199,258,0,0,1,NA,NA,NA,23,NA
"Q9Y676",214,258,258,0,1,0,-44,1,258,44,257
"P37173",546,567,567,0,1,0,-3,237,549,21,312
"Q13596",1,153,522,1,0,0,-11,142,269,152,127
"Q15542",1,95,800,1,0,0,-94,1,800,94,799
"Q15542",125,191,800,0,0,1,NA,NA,NA,66,NA
"Q15542",359,449,800,0,0,1,NA,NA,NA,90,NA
"Q15431",1,30,976,1,0,0,71,101,206,29,105
"Q15431",773,795,976,0,0,1,NA,NA,NA,22,NA
